Date,Close,High,Low,Open,Volume
2017.2.26,1317258.5,1319241.125,1277126,1293025.125,1.31687E+11
2017.2.27,1338027,1335235.5,1317993.25,1315653.375,1.49194E+11
2017.2.28,1340906.125,1351475,1326383,1338877.375,2.10182E+11
2017.3.1,1393038.75,1393038.75,1340540.625,1340985.75,2.6101E+11
2017.3.2,1438599,1451891.25,1389089,1395522.875,4.23498E+11
2017.3.3,1467908.75,1475890.25,1436427.875,1438253.875,3.63513E+11
2017.3.4,1445066.75,1472986,1416698.5,1470718,2.11001E+11
2017.3.5,1458822.625,1460108.25,1425390.875,1444076.625,1.54419E+11
2017.3.6,1469087.625,1469709.5,1463610.125,1459225.5,1.77349E+11
2017.3.7,1406324.625,1472622.5,1383218.875,1469526.25,3.34767E+11
2017.3.8,1326697.5,1416725.25,1324666.125,1405968.25,3.83707E+11
2017.3.9,1377733.25,1385952.125,1318006.5,1327101.25,2.46085E+11
2017.3.10,1281782.375,1467303.875,1236478.375,1378741.75,6.47131E+11
2017.3.11,1349629.375,1370290,1281323.25,1281323.25,3.25198E+11
2017.3.12,1400202.25,1408241.75,1349090,1350536.25,2.60437E+11
2017.3.13,1413689.875,1418434.375,1395239.75,1400660.875,4.36387E+11
2017.3.14,1423805.25,1429477.625,1401533,1413965.25,2.81668E+11
2017.3.15,1408298,1431942,1424596.75,1423989,3.35623E+11
2017.3.16,1338697.625,1423152.75,1299410.625,1410236.375,7.19685E+11
2017.3.17,1241092.375,1332400.625,1240347.875,1330075.75,7.97065E+11
2017.3.18,1098495.875,1256704.375,1080263.625,1240483.25,7.00847E+11
2017.3.19,1168043.125,1206890.625,1101780.75,1101780.75,4.5815E+11
2017.3.20,1174148.625,1182291.375,1170525.875,1168606.375,3.19123E+11
2017.3.21,1258220.75,1259871.625,1176937.5,1175407.125,3.78846E+11
2017.3.22,1171270.375,1259274.375,1132314.75,1258344.25,4.25175E+11
2017.3.23,1164498.25,1183289,1154562.375,1172286.375,2.78671E+11
2017.3.24,1046788,1161341.375,1045668.063,1164341.25,5.48268E+11
2017.3.25,1086156.375,1089485.875,1009040.75,1045693.688,4.86596E+11
2017.3.26,1078990.75,1125437.75,1065396.375,1087536.5,3.38933E+11
2017.3.27,1161965.5,1160133.25,1076550,1084939.75,4.13927E+11
2017.3.28,1168211,1183880.125,1146422.5,1160643.25,3.64059E+11
2017.3.29,1154439.5,1173019.625,1131385.5,1167017.25,3.31309E+11
2017.3.30,1146388.875,1167964.75,1138303.375,1156926,3.9422E+11
2017.3.31,1196814.375,1200309.5,1146397.625,1146623.375,4.99463E+11
2017.4.1,1206540.375,1219069.125,1184866.125,1196724.875,3.2342E+11
2017.4.2,1229084.875,1235738.125,1200901.25,1206663.125,5.73396E+11
2017.4.3,1276617.875,1285675.875,1229403.125,1229954.625,6.47839E+11
2017.4.4,1273943,1298901.75,1259767,1278526.375,4.90478E+11
2017.4.5,1267278.375,1274933,1253591,1274943.5,4.67333E+11
2017.4.6,1336416.625,1342751.125,1269238.25,1268438.875,5.77676E+11
2017.4.7,1338005.875,1349010.875,1318935.25,1332190.375,3.60419E+11
2017.4.8,1336925.75,1347191.875,1321725.5,1333174.125,2.37965E+11
2017.4.9,1349408.375,1361096,1332275.875,1337630.625,2.75299E+11
2017.4.10,1355738.125,1358654,1346451.875,1348761,2.46545E+11
2017.4.11,1379266.5,1383010.5,1354654.375,1356114.875,2.47444E+11
2017.4.12,1360511.375,1380847.5,1361637.625,1379037.625,3.27218E+11
2017.4.13,1327144.5,1366273.375,1311322,1361248.125,3.99488E+11
2017.4.14,1325683.375,1356714.25,1322415.75,1328336.25,2.89343E+11
2017.4.15,1331337.875,1348914.625,1322753.75,1325410.875,2.31131E+11
2017.4.16,1343050.875,1347886.5,1331440,1331440,2.08031E+11
2017.4.17,1351267.375,1352638.75,1332517.375,1343402.875,2.86579E+11
2017.4.18,1383400,1391085.875,1352899.625,1351108.875,3.08865E+11
2017.4.19,1381969.625,1388598.625,1375948.25,1383925.25,3.28922E+11
2017.4.20,1397599.125,1412776,1380850.125,1382871.625,3.58312E+11
2017.4.21,1385279.25,1404349.125,1377922.375,1397985.875,3.0852E+11
2017.4.22,1396229.5,1400593.875,1369885.25,1386027.375,2.82622E+11
2017.4.23,1368626,1396784.875,1364918.75,1396467.625,2.93575E+11
2017.4.24,1417457.625,1417902.875,1365188.375,1371369.625,2.67364E+11
2017.4.25,1424372.25,1429880.875,1414841,1417797.625,2.73009E+11
2017.4.26,1449913.5,1468401.875,1426576.625,1424935,3.73073E+11
2017.4.27,1490181.25,1492105.5,1448291.875,1450819,5.07983E+11
2017.4.28,1496666.625,1508739.625,1468584.625,1490192.625,5.99686E+11
2017.4.29,1502703.5,1508853.75,1495222.75,1498212.75,4.80562E+11
2017.4.30,1530704.375,1530484.5,1494893.125,1502794.375,4.69146E+11
2017.5.1,1615321.375,1627594.5,1532194.75,1531170,8.1087E+11
2017.5.2,1638504.875,1663178.25,1604118.25,1614673.75,5.38347E+11
2017.5.3,1688227.25,1691398,1635692.625,1639587.625,6.61423E+11
2017.5.4,1745147.875,1825517.625,1688091.25,1688941,1.05951E+12
2017.5.5,1764984.625,1842402.25,1739457.5,1748779.625,1.07348E+12
2017.5.6,1791480.25,1791480.25,1750290.125,1766528,6.61003E+11
2017.5.7,1815698.75,1815710.125,1769875.25,1792240.375,1.22816E+12
2017.5.8,1951952.375,1951952.375,1810747.625,1815937.625,1.51811E+12
2017.5.9,1997301.25,2086291.625,1953853.125,1952564,1.32889E+12
2017.5.10,2019510.5,2020972.875,1951367.625,1998621.125,1.03479E+12
2017.5.11,2076221.375,2112575,1983721,2011871.5,8.97947E+11
2017.5.12,1935304.25,2088911.25,1900696.125,2073065.375,8.31688E+11
2017.5.13,2025849.125,2034918.125,1853188.625,1934047.125,6.50588E+11
2017.5.14,2031315.5,2055604.125,1994717.875,2021303.25,4.90949E+11
2017.5.15,1942713,2040487.75,1905586,2030787.625,8.17491E+11
2017.5.16,1933755.625,1991323,1884826.5,1946367.125,1.06925E+12
2017.5.17,2063440.5,2085816.125,1858680.125,1925148.5,1.19462E+12
2017.5.18,2131171.5,2149110.5,2034997.875,2040563.125,1.00916E+12
2017.5.19,2219496.75,2238267,2131616,2141011.25,1.29224E+12
2017.5.20,2327830.25,2327830.25,2205215.5,2215622.25,1.07344E+12
2017.5.21,2280122.5,2366186,2275948.5,2308066.5,1.28222E+12
2017.5.22,2422754,2574493,2253981,2282345.25,2.16505E+12
2017.5.23,2609149.75,2609692.5,2432360.5,2442997.75,1.55031E+12
2017.5.24,2732893.5,2821948,2609893.25,2610218.25,1.92961E+12
2017.5.25,2580517.25,3091790,2558644.75,2735801.5,2.6944E+12
2017.5.26,2461931,2877445.75,2318183.75,2598329,1.97127E+12
2017.5.27,2279110,2526519.25,2074502.375,2455056.5,1.90085E+12
2017.5.28,2411995.25,2534500.75,2296112.25,2296112.25,1.28347E+12
2017.5.29,2532599,2586087.75,2357628.25,2416056.5,1.11676E+12
2017.5.30,2444967.25,2588093.5,2387230.75,2532318.25,1.62285E+12
2017.5.31,2558561.25,2584319,2404304.25,2458139,1.72871E+12
2017.6.1,2699257.5,2745942.75,2560641.25,2560710,1.85323E+12
2017.6.2,2780681,2780681,2658593.25,2694941.75,1.47164E+12
2017.6.3,2810627,2885000.25,2708073,2786457.75,1.69279E+12
2017.6.4,2807073.25,2889447.5,2740443.75,2846875,1.51441E+12
2017.6.5,3000817.5,3000817.5,2804894.75,2807732.5,1.52934E+12
2017.6.6,3199482.75,3349459.5,3004995.75,3005318.5,2.33503E+12
2017.6.7,3068707.25,3212270.75,3032702,3206388.5,1.70466E+12
2017.6.8,3146671.25,3158766.75,3009119,3055600,1.43691E+12
2017.6.9,3174781.5,3262363.5,3143087.75,3148712.25,1.51661E+12
2017.6.10,3314080.75,3317768.5,3087918.75,3179649.5,2.26982E+12
2017.6.11,3324472,3369047.5,3193579.5,3308122,1.96943E+12
2017.6.12,3006605.25,3371018.25,2847081,3318976.25,2.90475E+12
2017.6.13,3060859,3148184.75,2992146.25,3030661.5,2.00661E+12
2017.6.14,2804302.25,3131700.25,2699331.75,3060701,1.89823E+12
2017.6.15,2784458,2847746.75,2499272.75,2796705.25,2.28925E+12
2017.6.16,2851010,2873487.5,2696412,2790095.5,1.35296E+12
2017.6.17,3006456,3039635,2812974.75,2845859.25,1.73707E+12
2017.6.18,2882396.25,3013497.25,2848611.5,3005856.25,1.33319E+12
2017.6.19,2941086.5,3021562.75,2883539.25,2883233.25,1.64322E+12
2017.6.20,3105317.5,3152903,2945402.25,2942971.75,2.11546E+12
2017.6.21,3072270,3170098.25,3039373.75,3091215.75,1.85835E+12
2017.6.22,3081543,3107269.75,3016518.25,3074475,1.25059E+12
2017.6.23,3112426,3132108,3083367.5,3083741.5,1.09003E+12
2017.6.24,2958001.5,3127200.5,2929053.25,3105180.5,1.11433E+12
2017.6.25,2934604.25,3041387.75,2893823.5,2956334.75,1.31589E+12
2017.6.26,2806894.25,2966478,2692217.75,2935919,1.8837E+12
2017.6.27,2909614.25,2909614.25,2654452.75,2806894.25,1.69826E+12
2017.6.28,2929364.5,2963355.25,2839195,2910275.5,1.3469E+12
2017.6.29,2910543.25,2966877,2865461.75,2921138.75,1.08886E+12
2017.6.30,2839147.75,2928882.5,2836389.5,2910451.5,9.84522E+11
2017.7.1,2786172,2878550.5,2768639.25,2852606.25,8.92557E+11
2017.7.2,2869432,2878574,2740726.75,2788289.25,9.20138E+11
2017.7.3,2947617.75,2977580.75,2842866.75,2860376.5,1.10833E+12
2017.7.4,2989934.75,3024302.25,2938901.75,2944100,1.1326E+12
2017.7.5,2999704.25,3022787.5,2920931.75,2991348.5,1.08548E+12
2017.7.6,3016565,3026210.5,2984898.25,3006748.25,8.81135E+11
2017.7.7,2903360,3360530.5,2880547.5,3016599.75,1.05754E+12
2017.7.8,2964086.5,2964086.5,2872985.5,2905216,8.45339E+11
2017.7.9,2905801.25,3038034.75,2905022,2965550.5,6.09046E+11
2017.7.10,2724956.5,2918495,2665887.25,2913658.75,1.27625E+12
2017.7.11,2683783,2773125.25,2643398.75,2740266,1.52656E+12
2017.7.12,2727697,2755297.75,2605012.5,2678020,1.2706E+12
2017.7.13,2680083.25,2755777.5,2661547.25,2732086,9.4997E+11
2017.7.14,2519408.5,2686542.5,2462868.5,2683141,9.95543E+11
2017.7.15,2254894,2516926.5,2245361.75,2515776.25,1.12088E+12
2017.7.16,2175582.5,2322477.75,2079103.75,2247132.75,1.33351E+12
2017.7.17,2512599,2514855.25,2181541.5,2178739.25,1.35502E+12
2017.7.18,2607047,2683888.75,2440778.25,2518360.75,1.7004E+12
2017.7.19,2554221.25,2690847.25,2534915.75,2611769.25,1.39888E+12
2017.7.20,3157430.75,3250437.25,2549313.25,2550244,2.52054E+12
2017.7.21,2982102.25,3180523.5,2931307,3180750.5,1.66495E+12
2017.7.22,3141236.5,3199698.75,2970868,2983074.5,1.31583E+12
2017.7.23,3047426.75,3165895.75,2966653.75,3138978.5,1.19741E+12
2017.7.24,3068611.25,3094228.75,3007707.25,3049993.75,9.65157E+11
2017.7.25,2883673.75,3085468.25,2776467,3071551.75,1.63418E+12
2017.7.26,2812470,2922745.75,2740019,2885117.5,1.04229E+12
2017.7.27,2980237,3005933.75,2814143.75,2822766.25,8.80206E+11
2017.7.28,3156456.5,3255835.5,2988006,2989104.75,1.5508E+12
2017.7.29,3063684.5,3156175.5,3025872.5,3154220.25,9.03161E+11
2017.7.30,3099208,3099070.5,2971991.5,3061369.75,7.93515E+11
2017.7.31,3216729.25,3231202,3048062.75,3106020,9.62751E+11
2017.8.1,3045511.25,3268406.5,3009629,3212209.5,1.48415E+12
2017.8.2,3041615.5,3102293.5,2992343.5,3055449,1.22863E+12
2017.8.3,3161575.75,3172485.25,3031173.75,3040370.25,9.07191E+11
2017.8.4,3265897.75,3269777.5,3092995.5,3164055.75,1.13016E+12
2017.8.5,3668534.25,3710374.5,3242147,3267860,2.1943E+12
2017.8.6,3622913.75,3714073.75,3558791,3673835,1.24565E+12
2017.8.7,3802490,3835980.75,3583590.5,3621606.25,1.66808E+12
2017.8.8,3849929,3923209.5,3769579.5,3792677,1.97313E+12
2017.8.9,3804098.5,3880725.25,3694549.25,3850446.75,1.67184E+12
2017.8.10,3866392.25,3949607,3794154.25,3803381.5,1.73248E+12
2017.8.11,4168497,4201725,3864449.75,3857862,2.30792E+12
2017.8.12,4435795,4510255.5,4126339.5,4168508.25,2.53446E+12
2017.8.13,4649585.5,4805392.5,4405067.5,4430462.5,3.60607E+12
2017.8.14,4925587.5,4925587.5,4536911.5,4641412.5,2.80504E+12
2017.8.15,4747243.5,5047144,4439920.5,4927706.5,3.69847E+12
2017.8.16,4966599.5,4970418,4553239.5,4768142,2.57831E+12
2017.8.17,4940205.5,5104799.5,4833543,4975462.5,2.91206E+12
2017.8.18,4737989.5,4982166.5,4572617,4931823,3.34993E+12
2017.8.19,4775660,4832097,4521543.5,4711945.5,3.38877E+12
2017.8.20,4656212.5,4778609,4634657,4770660.5,2.40322E+12
2017.8.21,4554060,4673448.5,4538468.5,4659425,3.18747E+12
2017.8.22,4638385,4673467,4167378,4550202.5,4.258E+12
2017.8.23,4672328,4811116.5,4615536.5,4625365.5,2.66711E+12
2017.8.24,4886311.5,4932979.5,4653563.5,4656662,2.29707E+12
2017.8.25,4898771.5,4992211,4861706,4884214.5,1.93635E+12
2017.8.26,4877256,4907377,4784381.5,4899287,1.6939E+12
2017.8.27,4912332,4949186.5,4837912,4869075.5,1.72319E+12
2017.8.28,4899858,4924166.5,4729062,4914092,2.19055E+12
2017.8.29,5147505.5,5198570.5,4896973,4907180.5,2.79473E+12
2017.8.30,5128110,5188318.5,5016967,5137770,2.17675E+12
2017.8.31,5284541,5318631.5,5112615.5,5117203,2.18525E+12
2017.9.1,5482426.5,5482426.5,5248328,5282709,2.91276E+12
2017.9.2,5131382,5575477.5,5008633,5492972.5,3.05067E+12
2017.9.3,5127553,5283022.5,4950749,5138666.5,2.16291E+12
2017.9.4,4796011.5,5184409.5,4646764.5,5137253.5,3.38202E+12
2017.9.5,4952831,5009215,4515825.5,4786931.5,3.05324E+12
2017.9.6,5201503.5,5219755,4950361,4952899,2.45767E+12
2017.9.7,5184340.5,5244787,5070487,5192474.5,2.079E+12
2017.9.8,4782589.5,5255650.5,4608906,5190292,3.05463E+12
2017.9.9,4779547,4873146,4652935,4783788.5,1.56778E+12
2017.9.10,4670755,4801210.5,4468508,4783256.5,1.90219E+12
2017.9.11,4699863,4810956.5,4620433.5,4670223,1.7589E+12
2017.9.12,4657819,4894161,4609762,4708458,2.10241E+12
2017.9.13,4391559,4662526,4277531,4659138,2.51035E+12
2017.9.14,3574842.25,4439687.5,3574080.5,4383392.5,3.07782E+12
2017.9.15,4118436.5,4227049.5,3329179.75,3587703,4.69649E+12
2017.9.16,4104306.5,4312407,3948910.75,4118697,2.05881E+12
2017.9.17,4059546.25,4149444.5,3901188,4083066.25,1.40401E+12
2017.9.18,4589204,4605124.5,4064036.75,4068848.75,2.19369E+12
2017.9.19,4436629,4618930,4376466,4598901.5,1.76786E+12
2017.9.20,4418332.5,4535878,4351789.5,4426897,1.37306E+12
2017.9.21,4107759.25,4439653.5,4092616.5,4413265,1.59679E+12
2017.9.22,4110424.25,4267177.5,4016341.75,4104342.75,1.3527E+12
2017.9.23,4293489.5,4323842,4069532,4109541.25,1.05075E+12
2017.9.24,4169380,4297735,4151407.5,4297735,8.69477E+11
2017.9.25,4451535.5,4486773,4165339.75,4167953.5,1.55813E+12
2017.9.26,4424823.5,4514400,4398528,4454188.5,1.18652E+12
2017.9.27,4812329.5,4821391,4424033,4425494,1.93251E+12
2017.9.28,4784032,4901821.5,4704579.5,4808274,1.96223E+12
2017.9.29,4763759,4812391,4626199,4780468,1.5643E+12
2017.9.30,4964742.5,4987308,4761230.5,4767238,1.38167E+12
2017.10.1,5040829.5,5040829.5,4885901,4967420,1.383E+12
2017.10.2,5037030.5,5117743,5020684,5031752,1.63555E+12
2017.10.3,4930346.5,5087367.5,4861140,5036048.5,1.47085E+12
2017.10.4,4830986.5,4958674,4810868,4932504.5,1.27563E+12
2017.10.5,4943001,4981306,4739063.5,4831580.5,1.32673E+12
2017.10.6,5001561.5,5038674.5,4932749,4938490,1.22434E+12
2017.10.7,5065734.5,5085176,4944620.5,4999891,1.03781E+12
2017.10.8,5272775.5,5293253,5041418,5068915.5,1.50261E+12
2017.10.9,5453512,5574755.5,5214518.5,5277396,2.2499E+12
2017.10.10,5422155.5,5578443,5403099.5,5458300.5,1.81095E+12
2017.10.11,5460969,5514625.5,5398802,5430387,1.38296E+12
2017.10.12,6165957,6165957,5463808,5464476.5,3.16013E+12
2017.10.13,6356895,6594282.5,6155873.5,6185484,4.06984E+12
2017.10.14,6564671,6571324,6294341.5,6352752,1.87878E+12
2017.10.15,6395743,6587961,6167107,6569365,2.22575E+12
2017.10.16,6453255,6504208,6238955,6406308,2.26328E+12
2017.10.17,6333777.5,6560718,6194572,6471277.5,2.05823E+12
2017.10.18,6325250.5,6330635.5,5825300,6331868,2.71451E+12
2017.10.19,6438354.5,6478937.5,6255629,6317388,2.00818E+12
2017.10.20,6800813.5,6860832,6360627,6437891.5,2.66359E+12
2017.10.21,6823609.5,7008329.5,6748343,6784228.5,2.49691E+12
2017.10.22,6811926,6874133.5,6552932,6829334,2.30672E+12
2017.10.23,6695390.5,6864383.5,6471041.5,6809182.5,2.7117E+12
2017.10.24,6243500.5,6707137.5,6217026.5,6701261.5,3.09055E+12
2017.10.25,6478103.5,6482368,6087729,6241196,2.21576E+12
2017.10.26,6663541.5,6702981,6436372.5,6474893.5,2.14982E+12
2017.10.27,6503339,6767839,6449792,6657798,1.92385E+12
2017.10.28,6472053.5,6611134,6400168,6511123.5,1.57937E+12
2017.10.29,6925912,7037673.5,6439981,6473572.5,3.21774E+12
2017.10.30,6887221,6984095.5,6785264,6882019,1.99089E+12
2017.10.31,7229795.5,7232258.5,6824560.5,6888895.5,2.58345E+12
2017.11.1,7511714,7511714,7111910,7199137,3.18606E+12
2017.11.2,7869168.5,8184440.5,7520428,7523324.5,5.1736E+12
2017.11.3,8038742.5,8306430.5,7780826.5,7879207,3.75837E+12
2017.11.4,8230784.5,8356711.5,7841916,7990473,2.77016E+12
2017.11.5,8257262.5,8495699,8178633.5,8258187,2.65351E+12
2017.11.6,7821598.5,8271878,7787714,8252591.5,3.46588E+12
2017.11.7,7947979.5,8059163.5,7808985,7821977.5,2.58801E+12
2017.11.8,8303306.5,8654767,7928575.5,7944642.5,5.12266E+12
2017.11.9,7987522.5,8296513.5,7912655.5,8288992,3.6074E+12
2017.11.10,7411456.5,8168966.5,7208715,8021234.5,5.83256E+12
2017.11.11,7119685.5,7697034.5,6947920,7411982.5,5.49708E+12
2017.11.12,6654439,7419194.5,6180573.5,7050086,1.00177E+13
2017.11.13,7343087,7619610,6555540,6641220,7.01146E+12
2017.11.14,7404236,7559865,7198583.5,7345314.5,3.56737E+12
2017.11.15,8091133.5,8110543,7400411,7403131.5,4.64626E+12
2017.11.16,8632016,8732248,7929403.5,8099650,5.61872E+12
2017.11.17,8428393,8775432,8294893.5,8612146,5.08576E+12
2017.11.18,8517127,8620818,8159928,8415514,4.00941E+12
2017.11.19,8780348,8856684,8412114,8490756,3.44082E+12
2017.11.20,8987819,9133614,8745170,8783166,3.82331E+12
2017.11.21,8807762,9089771,8517245,8993409,4.66794E+12
2017.11.22,8957990,9030368,8821644,8815063,3.94365E+12
2017.11.23,8702370,8972858,8702370,8935014,4.57397E+12
2017.11.24,8952035,9087052,8603601,8740530,5.48662E+12
2017.11.25,9534720,9534720,8884203,8939041,4.70944E+12
2017.11.26,10123367,10328474,9518093,9532681,5.94084E+12
2017.11.27,10702099,10702099,10156118,10147420,6.16218E+12
2017.11.28,10897301,10934440,10514328,10707637,6.87806E+12
2017.11.29,10686423,12447546,10383706,10917452,1.25022E+13
2017.11.30,11126788,11724594,10000328,10706070,9.03605E+12
2017.12.1,11880757,12009641,10526354,11088733,7.34252E+12
2017.12.2,11987922,12253777,11804443,11883680,5.56227E+12
2017.12.3,12257477,12836806,11758115,11996690,7.15356E+12
2017.12.4,12650277,12650277,12013668,12249034,6.65483E+12
2017.12.5,12932718,13055201,12555829,12681205,7.48315E+12
2017.12.6,15615465,15699822,12966340,12939990,1.38288E+13
2017.12.7,19554884,19554884,15337920,15587711,1.96106E+13
2017.12.8,18091300,20084310,15671809,19449134,2.30773E+13
2017.12.9,16572318,18324518,14930940,18040966,1.51891E+13
2017.12.10,16874360,17306478,14441463,16561618,1.46666E+13
2017.12.11,18424190,19047592,16815880,16843790,1.32213E+13
2017.12.12,19004556,19418972,18076300,18405698,1.59364E+13
2017.12.13,17789114,19286894,17435956,19096876,1.4069E+13
2017.12.14,18018154,18588838,17587600,17763528,1.49869E+13
2017.12.15,19264222,19738044,18078816,18058728,1.55686E+13
2017.12.16,21212196,21450782,19055772,19322320,1.38611E+13
2017.12.17,20844524,21855828,20643062,21188698,1.44997E+13
2017.12.18,20746552,21036906,20019496,20807062,1.61068E+13
2017.12.19,19273676,20855858,18731890,20751004,1.83172E+13
2017.12.20,17954402,19394404,17365684,19255896,2.39215E+13
2017.12.21,17072190,18994196,16558763,17973626,1.78432E+13
2017.12.22,14893252,17220308,12732900,17174928,2.39015E+13
2017.12.23,15827217,16800590,14890022,15019123,1.40902E+13
2017.12.24,15000872,15748399,13725959,15729233,1.24657E+13
2017.12.25,15097811,15739864,14483793,15076384,1.14792E+13
2017.12.26,17307928,17674060,15120349,15108575,1.44639E+13
2017.12.27,17005322,18158560,16222631,17376410,1.34076E+13
2017.12.28,15622382,17057946,14911238,17032808,1.31945E+13
2017.12.29,15628932,16293831,15235667,15717893,1.389E+13
2017.12.30,13811838,15656338,13169776,15656338,1.54118E+13
2017.12.31,15094262,15329903,13600658,13753721,1.29403E+13
2018.1.1,14548333,15046287,14026068,15047133,1.09627E+13
2018.1.2,15918331,16400157,13990142,14514031,1.78993E+13
2018.1.3,16172952,16565566,15788165,15914188,1.79507E+13
2018.1.4,16552935,16707220,15433904,16247109,2.3115E+13
2018.1.5,18510128,18802922,16131843,16423476,2.5319E+13
2018.1.6,18613674,18810570,17804004,18544750,1.94501E+13
2018.1.7,17474988,18669534,17070176,18613994,1.68264E+13
2018.1.8,16195750,17558288,15174358,17473504,1.96589E+13
2018.1.9,15642912,16514136,15457480,16146214,1.78557E+13
2018.1.10,16016789,16016789,14611249,15635517,1.97901E+13
2018.1.11,14279724,16064108,14035109,16011334,1.7612E+13
2018.1.12,14805455,15116850,14017324,14330960,1.27776E+13
2018.1.13,15207452,15524410,14775592,14775592,1.35167E+13
2018.1.14,14540478,15367996,14050812,15218677,1.17026E+13
2018.1.15,14674554,15342421,14481347,14535515,1.35394E+13
2018.1.16,12208426,14723521,10838097,14691862,2.00318E+13
2018.1.17,11934096,12432282,10029987,12145315,2.00853E+13
2018.1.18,12273668,12946578,11696657,11944976,1.6066E+13
2018.1.19,12386373,12777609,11904096,12225428,1.14612E+13
2018.1.20,13764866,13982342,12438448,12438448,1.25937E+13
2018.1.21,12369882,13761344,12040672,13754194,1.05945E+13
2018.1.22,11683590,12798185,10932335,12405072,1.12625E+13
2018.1.23,11660381,12208164,10894391,11697591,1.03646E+13
2018.1.24,12090832,12226219,11372882,11697931,1.05811E+13
2018.1.25,11989798,12484592,11705253,12157143,9.44877E+12
2018.1.26,11882683,12391189,11140085,11986177,1.03667E+13
2018.1.27,12169130,12354421,11688883,11886406,8.0661E+12
2018.1.28,12529897,12806906,12205932,12205932,8.87718E+12
2018.1.29,12085228,12619012,11950341,12497154,7.60367E+12
2018.1.30,10839310,12099835,10766534,12096354,9.26436E+12
2018.1.31,10926969,11079970,10458906,10841348,8.59648E+12
2018.2.1,9822474,11009839,9432929,10944288,1.06674E+13
2018.2.2,9616687,9795039,8442663,9792205,1.38596E+13
2018.2.3,9991477,10270087,8986025,9639959,7.91027E+12
2018.2.4,9022520,10165674,8745196,9992338,7.71066E+12
2018.2.5,7604544.5,9116839,7370727.5,9015468,1.01521E+13
2018.2.6,8368504.5,8473732,6577603.5,7710031,1.51093E+13
2018.2.7,8302491.5,9220557,7848299,8370113,9.98883E+12
2018.2.8,9057929,9322554,8309991.5,8320532,1.02427E+13
2018.2.9,9476741,9476741,8595122,9064778,7.35929E+12
2018.2.10,9351917,9894956,8997847,9458409,8.43977E+12
2018.2.11,8806302,9345658,8602626,9345658,6.63149E+12
2018.2.12,9664351,9728067,8817902,8818716,6.77353E+12
2018.2.13,9318762,9683210,9160676,9664513,6.17405E+12
2018.2.14,10159159,10184267,9318873,9320507,8.46343E+12
2018.2.15,10807392,10881332,9987408,10152408,9.63393E+12
2018.2.16,10911282,11008897,10451546,10774756,7.77909E+12
2018.2.17,11848250,11876824,10821189,10883134,9.23414E+12
2018.2.18,11244736,12101043,11009478,11859658,9.31823E+12
2018.2.19,11973466,12023282,11240714,11245589,8.1621E+12
2018.2.20,12231495,12841874,12006794,11980399,1.06471E+13
2018.2.21,11490470,12267465,11265766,12197708,1.01092E+13
2018.2.22,10806801,11970468,10760556,11458225,8.68441E+12
2018.2.23,11083983,11302478,10511085,10733427,8.3277E+12
2018.2.24,10558864,11402587,10272539,11069565,7.44369E+12
2018.2.25,10406112,10677384,10121996,10540948,6.14472E+12
2018.2.26,11089156,11219249,10171317,10411172,7.79557E+12
2018.2.27,11588689,11655769,10994065,11118251,7.52675E+12
2018.2.28,11284321,12002379,11279943,11547199,7.5275E+12
2018.3.1,11848106,11953394,11240030,11270321,7.91671E+12
2018.3.2,11958789,12106498,11721037,11876669,8.22025E+12
2018.3.3,12393825,12435354,11868179,11975509,7.21705E+12
2018.3.4,12424052,12424052,12012399,12402131,6.56583E+12
2018.3.5,12460625,12617605,12350829,12445421,6.96448E+12
2018.3.6,11461298,12380432,11362694,12381812,7.26403E+12
2018.3.7,10624793,11655110,10334417,11486815,9.37989E+12
2018.3.8,10080094,10883594,9996943,10609728,7.7101E+12
2018.3.9,9938701,10114795,9097024,10101210,9.26457E+12
2018.3.10,9436793,10144947,9396847,9952581,5.73309E+12
2018.3.11,10192141,10332091,9161247,9422722,6.69965E+12
2018.3.12,9793051,10576581,9529193,10217997,6.86983E+12
2018.3.13,9804928,10101107,9525513,9758922,6.38865E+12
2018.3.14,8787003,9986434,8577879,9826042,6.84088E+12
2018.3.15,8871545,8985042,8290504.5,8809264,7.3043E+12
2018.3.16,8918115,9178213,8564881,8895110,5.65715E+12
2018.3.17,8467341,8926865,8356045,8900533,4.7339E+12
2018.3.18,8801229,8822283,7912372.5,8439148,7.10546E+12
2018.3.19,9254387,9283788,8757132,8930128,7.21542E+12
2018.3.20,9542493,9692646,8969044,9242613,6.81074E+12
2018.3.21,9500397,9820612,9471500,9568198,6.42965E+12
2018.3.22,9425438,9727749,9235104,9511207,5.97199E+12
2018.3.23,9615474,9615474,9007481,9433840,6.44754E+12
2018.3.24,9386447,9741693,9383827,9639655,6.13403E+12
2018.3.25,9198806,9401575,9149276,9326553,4.94804E+12
2018.3.26,8819359,9227841,8511418,9201718,6.36097E+12
2018.3.27,8413390,8849333,8344649,8809260,5.77672E+12
2018.3.28,8458078,8694092,8387048.5,8417461,5.24774E+12
2018.3.29,7609615.5,8519558,7521063,8484225,6.75531E+12
2018.3.30,7305674,7715370,7084498,7615721.5,6.66845E+12
2018.3.31,7393685,7642123,7277047,7307752,4.8276E+12
2018.4.1,7261454,7486372.5,6920114,7424994.5,4.80838E+12
2018.4.2,7481626,7517218,7206488.5,7262122.5,4.57681E+12
2018.4.3,7856577.5,7940849,7484887,7501122.5,5.79509E+12
