Price,Close,High,Low,Open,Volume
Ticker,BTC-KRW,BTC-KRW,BTC-KRW,BTC-KRW,BTC-KRW
Date,,,,,
2016-11-04,802004.3125,808218.9375,783941.25,787923.75,113939731903
2016-11-05,802213.0625,806879.8125,795736.4375,802335.125,61301810535
2016-11-06,811455.25,814575.5,797813.1875,802662.4375,68315463990
2016-11-07,801927.9375,809030.8125,798876.3125,810558.875,74186868021
2016-11-08,800644.6875,804142.375,797374.1875,801880.0,89850212928
2016-11-09,836298.875,849787.4375,806327.3125,800618.75,153123679830
2016-11-10,833518.375,835302.6875,828737.5,835802.8125,80153518142
2016-11-11,834310.75,840424.875,830858.8125,833542.875,73507309029
2016-11-12,821084.75,835169.0625,819898.0,834707.875,75257424825
2016-11-13,817437.875,821321.1875,800426.4375,821250.0625,93521587802
2016-11-14,823302.375,825003.25,817095.8125,817398.3125,73561335610
2016-11-15,830409.5625,836459.625,823038.4375,824205.0625,84063882137
2016-11-16,870108.875,874918.875,827023.0625,829882.125,165199531860
2016-11-17,873752.6875,888918.125,871831.6875,870901.5625,128035271010
2016-11-18,886922.9375,891901.6875,870657.6875,873431.9375,103094578137
2016-11-19,886959.5,892412.625,878523.125,887215.5625,130525182560
2016-11-20,863158.9375,891519.25,847173.875,887269.875,181972467000
2016-11-21,871610.3125,874082.25,866253.375,863441.1875,71689069720
2016-11-22,877513.1875,883497.9375,865500.1875,872076.0625,151719815520
2016-11-23,879313.375,882690.125,873489.4375,877973.375,90392869734
2016-11-24,873977.8125,883800.9375,864733.375,879344.0625,101435461665
2016-11-25,871267.0,871267.0,862446.5625,874158.4375,79658334252
2016-11-26,863904.75,871930.75,857141.5625,871104.875,64568531079
2016-11-27,858420.8125,868176.1875,858403.5,863969.3125,61683500770
2016-11-28,860776.125,863562.9375,859789.75,858947.375,72399140938
2016-11-29,858972.125,863172.9375,860366.9375,861379.75,80001101252
2016-11-30,878535.8125,876490.5625,858411.375,859766.1875,99048013020
2016-12-01,883798.5,886324.9375,878096.1875,878954.125,93967434586
2016-12-02,907323.8125,911499.0,883145.9375,884698.9375,148826987550
2016-12-03,899405.8125,907678.4375,892059.25,907678.4375,81113706798
2016-12-04,902249.625,902249.625,895913.875,899969.125,70603850031
2016-12-05,885395.3125,907664.6875,880143.1875,901692.3125,124124557370
2016-12-06,894593.0,896566.3125,885805.5625,885418.625,136043628620
2016-12-07,888997.5625,893516.25,887091.6875,894577.75,111598742206
2016-12-08,895735.1875,901105.5,887348.4375,888932.75,93095640281
2016-12-09,905629.5625,905593.625,898334.3125,894728.8125,80515049330
2016-12-10,907804.625,910666.3125,905765.4375,905897.9375,63098190459
2016-12-11,901578.25,907978.0,896978.625,907924.125,67130612286
2016-12-12,909324.0,910180.6875,902255.8125,901940.125,89256517570
2016-12-13,908184.75,918737.25,906247.875,909976.75,94995472056
2016-12-14,921608.375,910146.8125,904217.25,907543.625,89602794490
2016-12-15,921606.375,925883.25,921236.5,919944.375,96627544707
2016-12-16,930562.1875,930710.375,922292.1875,922642.75,99123373674
2016-12-17,937583.125,939574.875,930511.25,930869.25,93647937186
2016-12-18,937608.125,942216.375,934157.5625,937795.375,71784964620
2016-12-19,940943.5625,942595.625,936924.375,937800.25,88889407936
2016-12-20,954251.75,954977.3125,943147.8125,940389.25,118709302477
2016-12-21,995656.0,995656.0,954249.8125,953975.3125,185669065680
2016-12-22,1041710.125,1052576.125,996974.875,995535.4375,241018542750
2016-12-23,1105781.5,1109539.125,1038822.9375,1042129.5,330497683400
2016-12-24,1078002.25,1107574.5,1063025.875,1106016.625,165182887045
2016-12-25,1075016.25,1078997.625,1034348.25,1078997.625,172333341154
2016-12-26,1088542.0,1094085.75,1076591.5,1075882.375,148444748850
2016-12-27,1125520.75,1133782.5,1090531.5,1089434.375,201788505720
2016-12-28,1181342.625,1181342.625,1128247.5,1127490.375,286438248700
2016-12-29,1173151.5,1183180.125,1150701.125,1180379.0,240198538800
2016-12-30,1159493.25,1171953.25,1122575.5,1171992.125,226140512500
2016-12-31,1162515.0,1162515.0,1142603.5,1158756.375,119581719200
2017-01-01,1202971.625,1209403.5,1155893.75,1162412.5,178067406890
2017-01-02,1229052.875,1245300.25,1203916.375,1203323.5,267264105027
2017-01-03,1258881.375,1259066.5,1235420.875,1228872.375,223314459680
2017-01-04,1379382.75,1385054.75,1260194.0,1259556.875,412055225187
2017-01-05,1196467.375,1406141.125,1074738.125,1381771.75,602376662775
2017-01-06,1083543.375,1247965.125,1055720.75,1197482.75,422603076000
2017-01-07,1091210.625,1091210.625,989090.8125,1085087.875,335739569216
2017-01-08,1094486.625,1132211.5,1065133.625,1090718.125,190640531859
2017-01-09,1085623.625,1099712.5,1058583.75,1096943.0,170602826570
2017-01-10,1089641.375,1095066.375,1076775.75,1085157.0,139024029760
2017-01-11,923267.5625,1099374.75,909582.0,1090164.75,369100697113
2017-01-12,945559.1875,970748.125,891142.125,920206.0,261199701100
2017-01-13,967357.25,973247.125,918352.125,944270.4375,198368432000
2017-01-14,960815.6875,980389.8125,953823.3125,968716.75,109256309504
2017-01-15,966015.3125,966562.4375,954310.5,960498.75,83475776664
2017-01-16,983014.5625,986539.6875,966935.4375,965997.75,97830714784
2017-01-17,1053271.625,1056023.125,984991.75,982319.4375,179921065931
2017-01-18,1043318.8125,1070170.875,1003992.5625,1054936.375,265563143566
2017-01-19,1055322.875,1062315.375,1039450.875,1045339.375,123981568750
2017-01-20,1051109.625,1056046.125,1042633.5625,1054265.25,101852965676
2017-01-21,1082539.75,1089090.5,1051707.375,1051723.75,130542843620
2017-01-22,1084724.625,1101020.0,1054090.25,1083028.375,136750620570
2017-01-23,1070575.125,1083518.5,1069677.375,1085693.625,85538652754
2017-01-24,1042613.8125,1075612.375,1042145.4375,1058561.875,130050064550
2017-01-25,1046915.625,1052451.125,1041044.5625,1041722.625,140314998750
2017-01-26,1074355.625,1074848.375,1044685.1875,1047906.1875,154503024300
2017-01-27,1083300.0,1085848.75,1071567.25,1075260.625,147927125080
2017-01-28,1085467.125,1088200.875,1083371.75,1083371.75,81245552472
2017-01-29,1082789.25,1087620.25,1082306.0,1086029.0,71658353403
2017-01-30,1076129.125,1081821.5,1082414.0,1083560.625,91464919029
2017-01-31,1115255.125,1117530.25,1074832.75,1076803.625,189149155140
2017-02-01,1139305.0,1139548.375,1122129.25,1115873.375,172919214500
2017-02-02,1156173.75,1156395.875,1121766.625,1140431.625,166628189349
2017-02-03,1171533.0,1185300.875,1156577.75,1155785.25,228955737780
2017-02-04,1186309.25,1189721.75,1154754.625,1173148.125,176386850640
2017-02-05,1168866.375,1187139.625,1162792.5,1187014.5,129941294080
2017-02-06,1175486.875,1188685.375,1170868.625,1170072.375,126546994980
2017-02-07,1212114.75,1212724.125,1182119.125,1177740.125,166747303486
2017-02-08,1216800.5,1234881.125,1189202.125,1213222.5,231045260707
2017-02-09,1143451.0,1244791.75,1089691.25,1218666.25,468266350200
2017-02-10,1132615.0,1151937.25,1086687.625,1144887.25,218179906680
2017-02-11,1150687.875,1156232.5,1125920.25,1132871.625,117149178990
2017-02-12,1144232.125,1151043.0,1142062.75,1149622.5,77333330100
2017-02-13,1137940.625,1152224.625,1123944.375,1143893.125,115566254830
2017-02-14,1143167.875,1151766.0,1123225.5,1139196.0,156981168540
2017-02-15,1142371.5,1144488.625,1141440.625,1145057.0,101777286066
2017-02-16,1172380.875,1177576.75,1142372.875,1142564.25,139526616390
2017-02-17,1202900.875,1211998.625,1172860.375,1170874.75,156913710980
2017-02-18,1212340.5,1220020.875,1203763.125,1206350.125,113911742694
2017-02-19,1204620.875,1215088.5,1199739.0,1212731.375,89005046849
2017-02-20,1235464.75,1235983.25,1194401.625,1205563.5,125239547660
2017-02-21,1272791.625,1275262.625,1236563.375,1234664.0,213256762360
2017-02-22,1271590.75,1280660.125,1255716.625,1272221.0,154874995000
2017-02-23,1320482.0,1331686.75,1271100.375,1271397.375,214422142660
2017-02-24,1326258.5,1354316.0,1279488.25,1327261.375,373757679040
2017-02-25,1292539.125,1327580.5,1270786.625,1322563.375,158155920960
2017-02-26,1317258.5,1319241.125,1277126.0,1293025.125,131687423000
2017-02-27,1338027.0,1335235.5,1317993.25,1315653.375,149193801500
2017-02-28,1340906.125,1351475.0,1326383.0,1338877.375,210182148840
2017-03-01,1393038.75,1393038.75,1340540.625,1340985.75,261010442384
2017-03-02,1438599.0,1451891.25,1389089.0,1395522.875,423497845449
2017-03-03,1467908.75,1475890.25,1436427.875,1438253.875,363513477300
2017-03-04,1445066.75,1472986.0,1416698.5,1470718.0,211000583700
2017-03-05,1458822.625,1460108.25,1425390.875,1444076.625,154419073830
2017-03-06,1469087.625,1469709.5,1463610.125,1459225.5,177349363596
2017-03-07,1406324.625,1472622.5,1383218.875,1469526.25,334766733840
2017-03-08,1326697.5,1416725.25,1324666.125,1405968.25,383707460179
2017-03-09,1377733.25,1385952.125,1318006.5,1327101.25,246084831364
2017-03-10,1281782.375,1467303.875,1236478.375,1378741.75,647130650030
2017-03-11,1349629.375,1370290.0,1281323.25,1281323.25,325197529200
2017-03-12,1400202.25,1408241.75,1349090.0,1350536.25,260436838160
2017-03-13,1413689.875,1418434.375,1395239.75,1400660.875,436386862169
2017-03-14,1423805.25,1429477.625,1401533.0,1413965.25,281667708380
2017-03-15,1408298.0,1431942.0,1424596.75,1423989.0,335623247934
2017-03-16,1338697.625,1423152.75,1299410.625,1410236.375,719685293040
2017-03-17,1241092.375,1332400.625,1240347.875,1330075.75,797064842898
2017-03-18,1098495.875,1256704.375,1080263.625,1240483.25,700847313109
2017-03-19,1168043.125,1206890.625,1101780.75,1101780.75,458149969200
2017-03-20,1174148.625,1182291.375,1170525.875,1168606.375,319122769680
2017-03-21,1258220.75,1259871.625,1176937.5,1175407.125,378846241153
2017-03-22,1171270.375,1259274.375,1132314.75,1258344.25,425174691879
2017-03-23,1164498.25,1183289.0,1154562.375,1172286.375,278670504200
2017-03-24,1046788.0,1161341.375,1045668.0625,1164341.25,548268496765
2017-03-25,1086156.375,1089485.875,1009040.75,1045693.6875,486595848583
2017-03-26,1078990.75,1125437.75,1065396.375,1087536.5,338932964840
2017-03-27,1161965.5,1160133.25,1076550.0,1084939.75,413927372739
2017-03-28,1168211.0,1183880.125,1146422.5,1160643.25,364059242520
2017-03-29,1154439.5,1173019.625,1131385.5,1167017.25,331309254299
2017-03-30,1146388.875,1167964.75,1138303.375,1156926.0,394220478095
2017-03-31,1196814.375,1200309.5,1146397.625,1146623.375,499463037483
2017-04-01,1206540.375,1219069.125,1184866.125,1196724.875,323419788234
2017-04-02,1229084.875,1235738.125,1200901.25,1206663.125,573395641971
2017-04-03,1276617.875,1285675.875,1229403.125,1229954.625,647839388556
2017-04-04,1273943.0,1298901.75,1259767.0,1278526.375,490477904486
2017-04-05,1267278.375,1274933.0,1253591.0,1274943.5,467332984960
2017-04-06,1336416.625,1342751.125,1269238.25,1268438.875,577675765860
2017-04-07,1338005.875,1349010.875,1318935.25,1332190.375,360419159770
2017-04-08,1336925.75,1347191.875,1321725.5,1333174.125,237964719680
2017-04-09,1349408.375,1361096.0,1332275.875,1337630.625,275299233658
2017-04-10,1355738.125,1358654.0,1346451.875,1348761.0,246544871626
2017-04-11,1379266.5,1383010.5,1354654.375,1356114.875,247444079020
2017-04-12,1360511.375,1380847.5,1361637.625,1379037.625,327217751954
2017-04-13,1327144.5,1366273.375,1311322.0,1361248.125,399488325610
2017-04-14,1325683.375,1356714.25,1322415.75,1328336.25,289343326234
2017-04-15,1331337.875,1348914.625,1322753.75,1325410.875,231131075634
2017-04-16,1343050.875,1347886.5,1331440.0,1331440.0,208031324933
2017-04-17,1351267.375,1352638.75,1332517.375,1343402.875,286578550800
2017-04-18,1383400.0,1391085.875,1352899.625,1351108.875,308865366520
2017-04-19,1381969.625,1388598.625,1375948.25,1383925.25,328922443715
2017-04-20,1397599.125,1412776.0,1380850.125,1382871.625,358312457880
2017-04-21,1385279.25,1404349.125,1377922.375,1397985.875,308520355259
2017-04-22,1396229.5,1400593.875,1369885.25,1386027.375,282621672400
2017-04-23,1368626.0,1396784.875,1364918.75,1396467.625,293575347280
2017-04-24,1417457.625,1417902.875,1365188.375,1371369.625,267363916980
2017-04-25,1424372.25,1429880.875,1414841.0,1417797.625,273008905800
2017-04-26,1449913.5,1468401.875,1426576.625,1424935.0,373073078544
2017-04-27,1490181.25,1492105.5,1448291.875,1450819.0,507983402343
2017-04-28,1496666.625,1508739.625,1468584.625,1490192.625,599686410335
2017-04-29,1502703.5,1508853.75,1495222.75,1498212.75,480561752030
2017-04-30,1530704.375,1530484.5,1494893.125,1502794.375,469145796535
2017-05-01,1615321.375,1627594.5,1532194.75,1531170.0,810869542480
2017-05-02,1638504.875,1663178.25,1604118.25,1614673.75,538346551735
2017-05-03,1688227.25,1691398.0,1635692.625,1639587.625,661423317865
2017-05-04,1745147.875,1825517.625,1688091.25,1688941.0,1059512757490
2017-05-05,1764984.625,1842402.25,1739457.5,1748779.625,1073476473250
2017-05-06,1791480.25,1791480.25,1750290.125,1766528.0,661002598145
2017-05-07,1815698.75,1815710.125,1769875.25,1792240.375,1228156059920
2017-05-08,1951952.375,1951952.375,1810747.625,1815937.625,1518113448000
2017-05-09,1997301.25,2086291.625,1953853.125,1952564.0,1328894413600
2017-05-10,2019510.5,2020972.875,1951367.625,1998621.125,1034794470730
2017-05-11,2076221.375,2112575.0,1983721.0,2011871.5,897947175530
2017-05-12,1935304.25,2088911.25,1900696.125,2073065.375,831687851440
2017-05-13,2025849.125,2034918.125,1853188.625,1934047.125,650588129329
2017-05-14,2031315.5,2055604.125,1994717.875,2021303.25,490949248200
2017-05-15,1942713.0,2040487.75,1905586.0,2030787.625,817490999610
2017-05-16,1933755.625,1991323.0,1884826.5,1946367.125,1069248852030
2017-05-17,2063440.5,2085816.125,1858680.125,1925148.5,1194616394750
2017-05-18,2131171.5,2149110.5,2034997.875,2040563.125,1009160786690
2017-05-19,2219496.75,2238267.0,2131616.0,2141011.25,1292241569030
2017-05-20,2327830.25,2327830.25,2205215.5,2215622.25,1073437390960
2017-05-21,2280122.5,2366186.0,2275948.5,2308066.5,1282216977250
2017-05-22,2422754.0,2574493.0,2253981.0,2282345.25,2165050936270
2017-05-23,2609149.75,2609692.5,2432360.5,2442997.75,1550307808530
2017-05-24,2732893.5,2821948.0,2609893.25,2610218.25,1929613194810
2017-05-25,2580517.25,3091790.0,2558644.75,2735801.5,2694396953830
2017-05-26,2461931.0,2877445.75,2318183.75,2598329.0,1971270919940
2017-05-27,2279110.0,2526519.25,2074502.375,2455056.5,1900847558400
2017-05-28,2411995.25,2534500.75,2296112.25,2296112.25,1283466081800
2017-05-29,2532599.0,2586087.75,2357628.25,2416056.5,1116764976950
2017-05-30,2444967.25,2588093.5,2387230.75,2532318.25,1622849057550
2017-05-31,2558561.25,2584319.0,2404304.25,2458139.0,1728711061190
2017-06-01,2699257.5,2745942.75,2560641.25,2560710.0,1853231347670
2017-06-02,2780681.0,2780681.0,2658593.25,2694941.75,1471636169580
2017-06-03,2810627.0,2885000.25,2708073.0,2786457.75,1692789998380
2017-06-04,2807073.25,2889447.5,2740443.75,2846875.0,1514414356000
2017-06-05,3000817.5,3000817.5,2804894.75,2807732.5,1529341206090
2017-06-06,3199482.75,3349459.5,3004995.75,3005318.5,2335034676620
2017-06-07,3068707.25,3212270.75,3032702.0,3206388.5,1704661463890
2017-06-08,3146671.25,3158766.75,3009119.0,3055600.0,1436909079040
2017-06-09,3174781.5,3262363.5,3143087.75,3148712.25,1516611013490
2017-06-10,3314080.75,3317768.5,3087918.75,3179649.5,2269817820110
2017-06-11,3324472.0,3369047.5,3193579.5,3308122.0,1969434740000
2017-06-12,3006605.25,3371018.25,2847081.0,3318976.25,2904751010410
2017-06-13,3060859.0,3148184.75,2992146.25,3030661.5,2006610860000
2017-06-14,2804302.25,3131700.25,2699331.75,3060701.0,1898230087200
2017-06-15,2784458.0,2847746.75,2499272.75,2796705.25,2289248249250
2017-06-16,2851010.0,2873487.5,2696412.0,2790095.5,1352955098110
2017-06-17,3006456.0,3039635.0,2812974.75,2845859.25,1737065265660
2017-06-18,2882396.25,3013497.25,2848611.5,3005856.25,1333194076400
2017-06-19,2941086.5,3021562.75,2883539.25,2883233.25,1643219665890
2017-06-20,3105317.5,3152903.0,2945402.25,2942971.75,2115463858140
2017-06-21,3072270.0,3170098.25,3039373.75,3091215.75,1858351347640
2017-06-22,3081543.0,3107269.75,3016518.25,3074475.0,1250586561750
2017-06-23,3112426.0,3132108.0,3083367.5,3083741.5,1090029973700
2017-06-24,2958001.5,3127200.5,2929053.25,3105180.5,1114330415640
2017-06-25,2934604.25,3041387.75,2893823.5,2956334.75,1315886277270
2017-06-26,2806894.25,2966478.0,2692217.75,2935919.0,1883697865600
2017-06-27,2909614.25,2909614.25,2654452.75,2806894.25,1698256259980
2017-06-28,2929364.5,2963355.25,2839195.0,2910275.5,1346900683090
2017-06-29,2910543.25,2966877.0,2865461.75,2921138.75,1088856439180
2017-06-30,2839147.75,2928882.5,2836389.5,2910451.5,984522256857
2017-07-01,2786172.0,2878550.5,2768639.25,2852606.25,892556960709
2017-07-02,2869432.0,2878574.0,2740726.75,2788289.25,920137612229
2017-07-03,2947617.75,2977580.75,2842866.75,2860376.5,1108333514080
2017-07-04,2989934.75,3024302.25,2938901.75,2944100.0,1132604299780
2017-07-05,2999704.25,3022787.5,2920931.75,2991348.5,1085484381550
2017-07-06,3016565.0,3026210.5,2984898.25,3006748.25,881134685119
2017-07-07,2903360.0,3360530.5,2880547.5,3016599.75,1057537471990
2017-07-08,2964086.5,2964086.5,2872985.5,2905216.0,845338805756
2017-07-09,2905801.25,3038034.75,2905022.0,2965550.5,609045531360
2017-07-10,2724956.5,2918495.0,2665887.25,2913658.75,1276246536000
2017-07-11,2683783.0,2773125.25,2643398.75,2740266.0,1526564480000
2017-07-12,2727697.0,2755297.75,2605012.5,2678020.0,1270595791480
2017-07-13,2680083.25,2755777.5,2661547.25,2732086.0,949969594614
2017-07-14,2519408.5,2686542.5,2462868.5,2683141.0,995542782195
2017-07-15,2254894.0,2516926.5,2245361.75,2515776.25,1120879248720
2017-07-16,2175582.5,2322477.75,2079103.75,2247132.75,1333508512540
2017-07-17,2512599.0,2514855.25,2181541.5,2178739.25,1355020452800
2017-07-18,2607047.0,2683888.75,2440778.25,2518360.75,1700402215470
2017-07-19,2554221.25,2690847.25,2534915.75,2611769.25,1398882336950
2017-07-20,3157430.75,3250437.25,2549313.25,2550244.0,2520543284460
2017-07-21,2982102.25,3180523.5,2931307.0,3180750.5,1664951875610
2017-07-22,3141236.5,3199698.75,2970868.0,2983074.5,1315831210010
2017-07-23,3047426.75,3165895.75,2966653.75,3138978.5,1197407452400
2017-07-24,3068611.25,3094228.75,3007707.25,3049993.75,965156706037
2017-07-25,2883673.75,3085468.25,2776467.0,3071551.75,1634176512790
2017-07-26,2812470.0,2922745.75,2740019.0,2885117.5,1042290169140
2017-07-27,2980237.0,3005933.75,2814143.75,2822766.25,880206056800
2017-07-28,3156456.5,3255835.5,2988006.0,2989104.75,1550804533040
2017-07-29,3063684.5,3156175.5,3025872.5,3154220.25,903161324761
2017-07-30,3099208.0,3099070.5,2971991.5,3061369.75,793515202173
2017-07-31,3216729.25,3231202.0,3048062.75,3106020.0,962751042901
2017-08-01,3045511.25,3268406.5,3009629.0,3212209.5,1484146967520
2017-08-02,3041615.5,3102293.5,2992343.5,3055449.0,1228632463450
2017-08-03,3161575.75,3172485.25,3031173.75,3040370.25,907191313293
2017-08-04,3265897.75,3269777.5,3092995.5,3164055.75,1130160872400
2017-08-05,3668534.25,3710374.5,3242147.0,3267860.0,2194302052910
2017-08-06,3622913.75,3714073.75,3558791.0,3673835.0,1245645085540
2017-08-07,3802490.0,3835980.75,3583590.5,3621606.25,1668083725980
2017-08-08,3849929.0,3923209.5,3769579.5,3792677.0,1973134586850
2017-08-09,3804098.5,3880725.25,3694549.25,3850446.75,1671838065600
2017-08-10,3866392.25,3949607.0,3794154.25,3803381.5,1732482849990
2017-08-11,4168497.0,4201725.0,3864449.75,3857862.0,2307916031670
2017-08-12,4435795.0,4510255.5,4126339.5,4168508.25,2534460909510
2017-08-13,4649585.5,4805392.5,4405067.5,4430462.5,3606069552780
2017-08-14,4925587.5,4925587.5,4536911.5,4641412.5,2805040693590
2017-08-15,4747243.5,5047144.0,4439920.5,4927706.5,3698473253490
2017-08-16,4966599.5,4970418.0,4553239.5,4768142.0,2578310919370
2017-08-17,4940205.5,5104799.5,4833543.0,4975462.5,2912055866820
2017-08-18,4737989.5,4982166.5,4572617.0,4931823.0,3349931187800
2017-08-19,4775660.0,4832097.0,4521543.5,4711945.5,3388774577840
2017-08-20,4656212.5,4778609.0,4634657.0,4770660.5,2403217891080
2017-08-21,4554060.0,4673448.5,4538468.5,4659425.0,3187468965260
2017-08-22,4638385.0,4673467.0,4167378.0,4550202.5,4257995216010
2017-08-23,4672328.0,4811116.5,4615536.5,4625365.5,2667113810960
2017-08-24,4886311.5,4932979.5,4653563.5,4656662.0,2297074083040
2017-08-25,4898771.5,4992211.0,4861706.0,4884214.5,1936345956090
2017-08-26,4877256.0,4907377.0,4784381.5,4899287.0,1693895031970
2017-08-27,4912332.0,4949186.5,4837912.0,4869075.5,1723185132130
2017-08-28,4899858.0,4924166.5,4729062.0,4914092.0,2190550586960
2017-08-29,5147505.5,5198570.5,4896973.0,4907180.5,2794726832000
2017-08-30,5128110.0,5188318.5,5016967.0,5137770.0,2176748130030
2017-08-31,5284541.0,5318631.5,5112615.5,5117203.0,2185245604730
2017-09-01,5482426.5,5482426.5,5248328.0,5282709.0,2912762893470
2017-09-02,5131382.0,5575477.5,5008633.0,5492972.5,3050674969010
2017-09-03,5127553.0,5283022.5,4950749.0,5138666.5,2162910985600
2017-09-04,4796011.5,5184409.5,4646764.5,5137253.5,3382016093940
2017-09-05,4952831.0,5009215.0,4515825.5,4786931.5,3053238599070
2017-09-06,5201503.5,5219755.0,4950361.0,4952899.0,2457666095620
2017-09-07,5184340.5,5244787.0,5070487.0,5192474.5,2078997453270
2017-09-08,4782589.5,5255650.5,4608906.0,5190292.0,3054625689970
2017-09-09,4779547.0,4873146.0,4652935.0,4783788.5,1567784561200
2017-09-10,4670755.0,4801210.5,4468508.0,4783256.5,1902190742680
2017-09-11,4699863.0,4810956.5,4620433.5,4670223.0,1758895276110
2017-09-12,4657819.0,4894161.0,4609762.0,4708458.0,2102406791520
2017-09-13,4391559.0,4662526.0,4277531.0,4659138.0,2510352366410
2017-09-14,3574842.25,4439687.5,3574080.5,4383392.5,3077823716030
2017-09-15,4118436.5,4227049.5,3329179.75,3587703.0,4696486207890
2017-09-16,4104306.5,4312407.0,3948910.75,4118697.0,2058810664000
2017-09-17,4059546.25,4149444.5,3901188.0,4083066.25,1404006461610
2017-09-18,4589204.0,4605124.5,4064036.75,4068848.75,2193689750940
2017-09-19,4436629.0,4618930.0,4376466.0,4598901.5,1767860468970
2017-09-20,4418332.5,4535878.0,4351789.5,4426897.0,1373060237500
2017-09-21,4107759.25,4439653.5,4092616.5,4413265.0,1596793281600
2017-09-22,4110424.25,4267177.5,4016341.75,4104342.75,1352702833560
2017-09-23,4293489.5,4323842.0,4069532.0,4109541.25,1050745684710
2017-09-24,4169380.0,4297735.0,4151407.5,4297735.0,869477434480
2017-09-25,4451535.5,4486773.0,4165339.75,4167953.5,1558134320820
2017-09-26,4424823.5,4514400.0,4398528.0,4454188.5,1186523668380
2017-09-27,4812329.5,4821391.0,4424033.0,4425494.0,1932506596800
2017-09-28,4784032.0,4901821.5,4704579.5,4808274.0,1962233104000
2017-09-29,4763759.0,4812391.0,4626199.0,4780468.0,1564301626190
2017-09-30,4964742.5,4987308.0,4761230.5,4767238.0,1381672942190
2017-10-01,5040829.5,5040829.5,4885901.0,4967420.0,1383001795640
2017-10-02,5037030.5,5117743.0,5020684.0,5031752.0,1635551137630
2017-10-03,4930346.5,5087367.5,4861140.0,5036048.5,1470854402460
2017-10-04,4830986.5,4958674.0,4810868.0,4932504.5,1275630587330
2017-10-05,4943001.0,4981306.0,4739063.5,4831580.5,1326729704030
2017-10-06,5001561.5,5038674.5,4932749.0,4938490.0,1224343004780
2017-10-07,5065734.5,5085176.0,4944620.5,4999891.0,1037806779680
2017-10-08,5272775.5,5293253.0,5041418.0,5068915.5,1502607370600
2017-10-09,5453512.0,5574755.5,5214518.5,5277396.0,2249895722830
2017-10-10,5422155.5,5578443.0,5403099.5,5458300.5,1810949095520
2017-10-11,5460969.0,5514625.5,5398802.0,5430387.0,1382960856390
2017-10-12,6165957.0,6165957.0,5463808.0,5464476.5,3160130562890
2017-10-13,6356895.0,6594282.5,6155873.5,6185484.0,4069837443640
2017-10-14,6564671.0,6571324.0,6294341.5,6352752.0,1878777018110
2017-10-15,6395743.0,6587961.0,6167107.0,6569365.0,2225752102710
2017-10-16,6453255.0,6504208.0,6238955.0,6406308.0,2263275634330
2017-10-17,6333777.5,6560718.0,6194572.0,6471277.5,2058228428640
2017-10-18,6325250.5,6330635.5,5825300.0,6331868.0,2714509958580
2017-10-19,6438354.5,6478937.5,6255629.0,6317388.0,2008182075090
2017-10-20,6800813.5,6860832.0,6360627.0,6437891.5,2663590149000
2017-10-21,6823609.5,7008329.5,6748343.0,6784228.5,2496914192400
2017-10-22,6811926.0,6874133.5,6552932.0,6829334.0,2306721088040
2017-10-23,6695390.5,6864383.5,6471041.5,6809182.5,2711701522910
2017-10-24,6243500.5,6707137.5,6217026.5,6701261.5,3090547610850
2017-10-25,6478103.5,6482368.0,6087729.0,6241196.0,2215755171230
2017-10-26,6663541.5,6702981.0,6436372.5,6474893.5,2149818589600
2017-10-27,6503339.0,6767839.0,6449792.0,6657798.0,1923845000100
2017-10-28,6472053.5,6611134.0,6400168.0,6511123.5,1579367882400
2017-10-29,6925912.0,7037673.5,6439981.0,6473572.5,3217735158400
2017-10-30,6887221.0,6984095.5,6785264.0,6882019.0,1990886492480
2017-10-31,7229795.5,7232258.5,6824560.5,6888895.5,2583452504030
2017-11-01,7511714.0,7511714.0,7111910.0,7199137.0,3186055342080
2017-11-02,7869168.5,8184440.5,7520428.0,7523324.5,5173596375810
2017-11-03,8038742.5,8306430.5,7780826.5,7879207.0,3758371266470
2017-11-04,8230784.5,8356711.5,7841916.0,7990473.0,2770157373380
2017-11-05,8257262.5,8495699.0,8178633.5,8258187.0,2653514564150
2017-11-06,7821598.5,8271878.0,7787714.0,8252591.5,3465878518080
2017-11-07,7947979.5,8059163.5,7808985.0,7821977.5,2588006830000
2017-11-08,8303306.5,8654767.0,7928575.5,7944642.5,5122662869240
2017-11-09,7987522.5,8296513.5,7912655.5,8288992.0,3607399157110
2017-11-10,7411456.5,8168966.5,7208715.0,8021234.5,5832562766240
2017-11-11,7119685.5,7697034.5,6947920.0,7411982.5,5497083686610
2017-11-12,6654439.0,7419194.5,6180573.5,7050086.0,10017720967700
2017-11-13,7343087.0,7619610.0,6555540.0,6641220.0,7011457755450
2017-11-14,7404236.0,7559865.0,7198583.5,7345314.5,3567367326950
2017-11-15,8091133.5,8110543.0,7400411.0,7403131.5,4646257439170
2017-11-16,8632016.0,8732248.0,7929403.5,8099650.0,5618718579810
2017-11-17,8428393.0,8775432.0,8294893.5,8612146.0,5085763861900
2017-11-18,8517127.0,8620818.0,8159928.0,8415514.0,4009412188300
2017-11-19,8780348.0,8856684.0,8412114.0,8490756.0,3440820989280
2017-11-20,8987819.0,9133614.0,8745170.0,8783166.0,3823306368110
2017-11-21,8807762.0,9089771.0,8517245.0,8993409.0,4667941895040
2017-11-22,8957990.0,9030368.0,8821644.0,8815063.0,3943651907060
